Geneid,NCAPD3 Knockdown1,NCAPD3 Knockdown2,NCAPD3 Knockdown3,Wild.Type1,Wild Type2,Wild Type3
ENSG00000166016,1035,993,935,766,766,732
ENSG00000255451,0,1,0,0,0,0
ENSG00000255171,0,0,2,0,0,0
ENSG00000255139,10,18,10,4,4,4
ENSG00000172289,0,0,0,0,0,0
ENSG00000254562,0,0,0,0,0,0
ENSG00000220204,0,0,0,0,0,0
ENSG00000166889,2823,3083,2422,2157,2157,2129
ENSG00000255160,0,0,0,0,0,0
ENSG00000254822,0,0,0,0,0,0
ENSG00000254566,0,0,0,0,0,0
ENSG00000152270,0,677,2,0,0,3
ENSG00000257058,6,2,9,0,0,0
ENSG00000255418,0,0,0,2,2,2
ENSG00000254734,0,0,0,0,0,0
ENSG00000254403,0,0,0,0,0,0
ENSG00000254584,0,0,0,0,0,0
ENSG00000254530,0,0,0,0,0,0
ENSG00000255252,0,0,0,0,0,0
ENSG00000255073,0,0,0,0,0,0
ENSG00000242834,0,0,0,0,0,0
ENSG00000270588,0,0,0,0,0,0
ENSG00000255106,0,0,0,0,0,0
ENSG00000124942,32471,31425,23593,22085,22085,25989
ENSG00000148948,0,0,0,0,0,0
ENSG00000254454,13,14,5,8,8,7
ENSG00000234964,40,35,42,44,44,23
ENSG00000269570,3,11,1,5,5,4
ENSG00000011347,142,149,146,87,87,68
ENSG00000124900,0,0,0,0,0,0
ENSG00000148942,4,4,7,7,7,2
ENSG00000255218,0,0,0,0,0,0
ENSG00000149021,0,0,1,1,1,2
ENSG00000255538,0,0,0,0,0,0
ENSG00000254477,6,4,2,2,2,2
ENSG00000255047,0,0,0,0,0,0
ENSG00000240554,2,2,2,0,0,0
ENSG00000129173,475,466,450,281,281,295
ENSG00000280321,0,0,0,1,1,0
ENSG00000157570,520,542,357,446,446,434
ENSG00000242527,0,0,0,0,0,0
ENSG00000254772,0,0,0,0,0,0
ENSG00000165973,0,0,0,0,0,0
ENSG00000255508,1,1,1,1,1,0
ENSG00000287373,0,0,0,0,0,0
ENSG00000250659,2,0,2,0,0,0
ENSG00000148950,63,72,91,75,75,75
ENSG00000205029,0,0,0,0,0,0
ENSG00000254914,0,0,0,0,0,0
ENSG00000176971,0,0,0,0,0,0
ENSG00000255431,0,0,0,0,0,0
ENSG00000255267,0,0,0,0,0,0
ENSG00000110107,3791,3951,3935,3231,3231,3136
ENSG00000255446,0,0,1,0,0,0
ENSG00000254906,0,0,0,0,0,0
ENSG00000261340,0,0,0,0,0,0
ENSG00000287264,0,4,4,5,5,0
ENSG00000242689,12,11,18,14,14,13
ENSG00000255126,0,0,0,0,0,0
ENSG00000169519,678,623,661,677,677,624
ENSG00000285740,0,0,0,0,0,0
ENSG00000176697,214,189,164,127,127,120
ENSG00000179241,240,187,175,162,162,174
ENSG00000255355,2,1,0,2,2,0
ENSG00000166902,2121,2215,2370,1918,1918,1793
ENSG00000286418,0,0,0,0,0,0
ENSG00000285751,0,0,0,0,0,0
ENSG00000271028,0,0,0,0,0,0
ENSG00000254651,0,0,0,0,0,0
ENSG00000279395,0,0,0,0,0,0
ENSG00000254862,9,0,2,6,6,3
ENSG00000255041,0,0,0,0,0,0
ENSG00000255505,0,0,0,0,0,0
ENSG00000271332,0,0,2,0,0,0
ENSG00000148943,451,529,487,504,504,454
ENSG00000255421,0,0,0,0,0,0
ENSG00000132749,74,52,59,42,42,61
ENSG00000255081,0,0,0,0,0,0
ENSG00000173227,2258,2094,2382,1976,1976,1919
ENSG00000254672,0,0,0,0,0,0
ENSG00000254447,0,0,0,0,0,0
ENSG00000255519,0,0,0,0,0,0
ENSG00000254582,2,0,0,2,2,0
ENSG00000169550,0,0,0,2,2,0
ENSG00000254514,0,0,0,0,0,0
ENSG00000021300,25,92,46,16,16,16
ENSG00000279297,0,0,0,0,0,0
ENSG00000255178,0,0,0,0,0,0
ENSG00000254746,0,0,0,0,0,0
ENSG00000255385,0,0,0,0,0,0
ENSG00000186895,2,0,0,0,0,0
ENSG00000256568,0,0,0,0,0,0
ENSG00000255162,0,0,0,0,0,0
ENSG00000166013,0,0,0,0,0,0
ENSG00000255132,0,0,0,0,0,0
ENSG00000254885,0,0,0,0,0,0
ENSG00000255187,0,0,0,0,0,0
ENSG00000280430,0,0,0,0,0,0
ENSG00000286665,0,0,0,0,0,0
ENSG00000254579,0,0,0,0,0,0
ENSG00000254915,0,0,0,0,0,0
ENSG00000280367,0,35,51,26,26,32
ENSG00000077514,4104,3785,3261,3337,3337,2848
ENSG00000284722,0,0,2,0,0,0
ENSG00000280307,0,0,0,0,0,0
ENSG00000270323,0,0,0,0,0,0
ENSG00000166012,4513,4926,5285,5152,5152,4665
ENSG00000248990,0,0,0,0,0,0
ENSG00000137478,741,862,755,671,671,671
ENSG00000255995,0,0,0,0,0,0
ENSG00000280010,25,32,21,27,27,24
ENSG00000279438,0,0,0,0,0,0
ENSG00000166025,2721,2860,2205,1866,1866,1763
ENSG00000254747,0,0,0,0,0,0
ENSG00000255391,0,0,0,0,0,0
ENSG00000278980,0,0,0,0,0,0
ENSG00000255928,0,0,0,2,2,0
ENSG00000256148,10,33,34,24,24,31
ENSG00000278929,0,0,0,0,0,0
ENSG00000260808,0,0,0,0,0,0
ENSG00000255540,0,0,0,0,0,0
ENSG00000255295,0,0,0,0,0,0
ENSG00000214414,0,0,0,0,0,0
ENSG00000279603,0,0,0,0,0,0
ENSG00000268635,0,0,0,0,0,0
ENSG00000166004,6098,6643,5079,4807,4807,4424
ENSG00000214391,0,66,65,48,48,54
ENSG00000280201,0,0,0,0,0,0
ENSG00000261645,0,2,0,0,0,0
ENSG00000254971,0,0,0,0,0,0
ENSG00000254437,0,0,0,0,0,0
ENSG00000279299,0,0,0,0,0,0
ENSG00000197692,0,0,0,0,0,0
ENSG00000255504,0,0,0,0,0,0
ENSG00000245832,0,0,0,0,0,0
ENSG00000279045,0,0,0,0,0,0
ENSG00000255209,0,0,0,0,0,0
ENSG00000279696,25,22,22,27,27,37
ENSG00000254985,2,0,0,0,0,0
ENSG00000279341,0,0,0,0,0,0
ENSG00000178301,18,24,10,10,10,12
ENSG00000279163,0,0,0,0,0,0
ENSG00000256752,0,0,0,0,0,0
ENSG00000280085,0,0,0,0,0,0
ENSG00000170967,0,0,0,0,0,0
ENSG00000255515,0,0,0,0,0,0
ENSG00000255039,0,0,0,0,0,0
ENSG00000256469,0,0,0,0,0,0
ENSG00000077498,0,0,0,0,0,0
ENSG00000254677,0,0,0,0,0,1
ENSG00000287802,0,0,0,0,0,0
ENSG00000279454,0,0,0,0,0,0
ENSG00000254599,0,0,0,0,0,0
ENSG00000254758,0,0,0,0,0,0
ENSG00000118113,0,0,0,0,0,0
ENSG00000254794,0,0,0,0,0,0
ENSG00000279697,0,0,0,0,0,0
ENSG00000285835,0,0,0,0,0,0
ENSG00000077616,0,13,9,17,17,29
ENSG00000250946,0,0,0,0,0,0
ENSG00000255102,0,0,0,0,0,0
ENSG00000280093,0,0,0,0,0,0
ENSG00000137675,0,0,0,0,0,0
ENSG00000255256,0,0,0,0,0,0
ENSG00000255353,4,1,0,1,1,3
ENSG00000165895,3174,2759,2268,2345,2345,2255
ENSG00000204455,0,0,0,0,0,0
ENSG00000224829,0,0,0,0,0,0
ENSG00000255059,2,0,1,0,0,0
ENSG00000231726,2,0,0,1,1,0
ENSG00000270449,0,0,0,0,0,0
ENSG00000270753,0,0,0,0,0,0
ENSG00000149289,399,383,325,341,341,319
ENSG00000086991,0,0,0,0,0,0
ENSG00000173156,612,543,637,527,527,502
ENSG00000255345,0,1,4,0,0,0
ENSG00000274584,0,0,0,0,0,0
ENSG00000255183,0,0,0,0,0,0
ENSG00000279701,0,0,0,0,0,0
ENSG00000254911,4,2,0,3,3,3
ENSG00000255376,0,0,0,0,0,0
ENSG00000255285,0,0,0,0,0,0
ENSG00000280124,0,0,0,0,0,0
ENSG00000254587,0,0,0,0,0,0
ENSG00000279209,0,0,0,0,0,0
ENSG00000179331,0,0,0,0,0,0
ENSG00000255380,0,0,0,0,0,0
ENSG00000284057,0,0,0,0,0,0
ENSG00000042429,90,131,109,103,103,93
ENSG00000255028,0,0,0,0,0,0
ENSG00000181333,13,6,12,7,7,6
ENSG00000255548,0,0,0,0,0,0
ENSG00000261098,2,4,9,4,4,0
ENSG00000255170,0,0,0,0,0,0
ENSG00000214376,0,0,0,4,4,0
ENSG00000255210,0,0,0,0,0,0
ENSG00000168930,0,0,0,0,0,0
ENSG00000278953,0,0,0,0,0,0
ENSG00000123892,48,53,40,30,30,30
ENSG00000069482,227,200,289,248,248,270
ENSG00000279248,0,0,0,0,0,0
ENSG00000254987,0,0,0,0,0,0
ENSG00000255282,0,0,0,0,0,0
ENSG00000110660,664,602,673,628,628,591
ENSG00000255332,0,0,0,0,0,0
ENSG00000279056,0,0,0,0,0,0
ENSG00000054967,730,791,668,578,578,604
ENSG00000255501,0,0,0,0,0,0
ENSG00000254650,0,0,0,0,0,0
ENSG00000166575,546,525,559,437,437,399
ENSG00000255547,2,0,0,0,0,0
ENSG00000137672,0,0,2,0,0,0
ENSG00000254830,0,0,0,0,0,0
ENSG00000234376,0,0,0,0,0,0
ENSG00000173120,2743,3482,2743,2503,2503,2553
ENSG00000255316,0,0,0,0,0,0
ENSG00000255516,0,0,0,0,0,0
ENSG00000255486,0,0,0,0,0,0
ENSG00000254434,2,0,0,0,0,0
ENSG00000254939,0,0,0,0,0,0
ENSG00000170290,0,0,0,0,0,0
ENSG00000254436,0,0,0,0,0,0
ENSG00000248027,8,4,7,8,8,2
ENSG00000170962,13,38,24,14,14,8
ENSG00000254659,0,0,0,0,0,0
ENSG00000255205,0,0,0,0,0,0
ENSG00000255070,0,0,0,0,0,0
ENSG00000166266,986,1082,1022,934,934,809
ENSG00000240652,0,4,2,4,4,2
ENSG00000286345,0,0,0,0,0,0
ENSG00000213252,4,4,4,3,3,2
ENSG00000137713,1517,1535,1234,1278,1278,1214
ENSG00000254798,0,0,0,0,0,0
ENSG00000255065,0,0,0,0,0,0
ENSG00000166682,55,66,92,51,51,51
ENSG00000110675,0,1,0,0,0,0
ENSG00000255022,0,0,0,0,0,0
ENSG00000255528,0,0,0,0,0,0
ENSG00000254555,0,0,0,0,0,0
ENSG00000256928,0,0,0,0,0,0
ENSG00000177103,0,3,0,2,2,3
ENSG00000110237,1415,1148,1349,1212,1212,1131
ENSG00000254416,18,26,22,16,16,16
ENSG00000254511,0,0,0,0,0,0
ENSG00000225215,2,13,2,3,3,4
ENSG00000255149,0,0,0,0,0,0
ENSG00000255429,0,0,0,1,1,0
ENSG00000255241,0,0,0,0,0,0
ENSG00000198382,315,347,275,256,256,230
ENSG00000227376,29,37,34,20,20,24
ENSG00000254702,0,0,0,0,0,2
ENSG00000233497,0,0,1,0,0,1
ENSG00000250390,0,0,0,0,0,0
ENSG00000287245,0,0,0,1,1,0
ENSG00000255014,0,0,0,0,0,0
ENSG00000224776,0,0,0,0,0,0
ENSG00000166002,1195,1322,1052,1056,1056,981
ENSG00000255239,0,0,2,0,0,0
ENSG00000149380,335,343,189,305,305,300
ENSG00000254506,0,0,0,0,0,0
ENSG00000255483,0,0,0,0,0,0
ENSG00000285568,0,0,0,0,0,0
ENSG00000254944,0,0,0,0,0,0
ENSG00000074201,5278,5773,6097,5174,5174,4959
ENSG00000255502,0,0,0,0,0,0
ENSG00000286731,0,0,0,0,0,0
ENSG00000271022,0,0,0,0,0,0
ENSG00000243669,0,0,0,0,0,0
ENSG00000279793,0,0,0,0,0,0
ENSG00000270423,0,0,0,0,0,0
ENSG00000256448,2,0,0,0,0,0
ENSG00000255246,0,0,0,0,0,0
ENSG00000166900,1082,1001,1240,890,890,815
ENSG00000109944,60,76,54,48,48,63
ENSG00000272575,0,0,0,0,0,0
ENSG00000137714,455,428,498,379,379,352
ENSG00000255299,0,0,0,0,0,0
ENSG00000137699,6997,6448,6899,5591,5591,5974
ENSG00000244400,0,0,0,0,0,0
ENSG00000270510,0,0,0,0,0,0
ENSG00000254880,0,0,0,0,0,0
ENSG00000196914,2396,2432,1995,1866,1866,1571
ENSG00000227125,0,0,0,0,0,0
ENSG00000246790,0,4,2,0,0,0
ENSG00000254863,0,0,0,0,0,0
ENSG00000255094,0,0,0,1,1,2
ENSG00000244641,0,0,0,2,2,0
ENSG00000254823,0,0,0,0,0,0
ENSG00000154144,634,895,699,774,774,669
ENSG00000255327,0,0,0,0,0,0
ENSG00000255074,0,0,0,0,0,0
ENSG00000282728,0,0,0,0,0,0
ENSG00000137642,686,1788,468,425,425,435
ENSG00000187686,0,3,4,2,2,4
ENSG00000255455,0,0,0,0,0,0
ENSG00000240121,0,0,0,0,0,0
ENSG00000110013,278,289,286,308,308,279
ENSG00000254534,0,0,0,0,0,0
ENSG00000255255,0,0,0,0,0,0
ENSG00000227593,0,0,0,0,0,0
ENSG00000237612,0,0,0,0,0,0
ENSG00000255786,0,0,0,0,0,0
ENSG00000109943,0,51,0,4,4,4
ENSG00000109971,21346,22955,27643,30234,30234,27864
ENSG00000043039,0,0,0,0,0,0
ENSG00000287238,43,30,42,17,17,26
ENSG00000255216,0,0,0,0,0,0
ENSG00000166250,1340,1231,1302,1273,1273,1176
ENSG00000279046,0,0,0,0,0,0
ENSG00000233541,0,0,0,0,0,0
ENSG00000213233,0,0,0,0,0,0
ENSG00000149557,0,4,2,0,0,10
ENSG00000255155,0,0,1,0,0,0
ENSG00000091664,0,0,0,0,0,0
ENSG00000204456,0,0,0,0,0,0
ENSG00000121621,720,698,762,803,803,706
ENSG00000149256,1,0,0,0,0,0
ENSG00000285909,0,0,0,0,0,0
ENSG00000254515,0,0,0,0,0,0
ENSG00000255475,0,0,0,0,0,0
ENSG00000281097,0,4,0,0,0,0
ENSG00000278945,0,0,0,0,0,0
ENSG00000154127,59,207,66,42,42,78
ENSG00000255342,7,5,4,0,0,2
ENSG00000236616,0,0,0,0,0,0
ENSG00000281386,0,0,0,0,0,0
ENSG00000254407,0,0,0,0,0,0
ENSG00000236129,0,0,0,0,0,0
ENSG00000204300,0,0,0,0,0,0
ENSG00000255344,0,0,0,0,0,0
ENSG00000286374,5,4,2,2,2,4
ENSG00000134910,3467,3323,2802,3091,3091,3121
ENSG00000109929,453,1034,441,413,413,407
ENSG00000166118,0,0,0,0,0,2
ENSG00000254989,1,0,0,4,4,0
ENSG00000175728,0,0,3,0,0,0
ENSG00000286341,2,2,0,0,0,0
ENSG00000213153,0,0,0,0,0,0
ENSG00000254573,0,0,0,0,0,0
ENSG00000272642,0,0,0,0,0,0
ENSG00000149571,79,77,93,63,63,77
ENSG00000232460,0,0,0,0,0,0
ENSG00000149547,3384,3944,3689,3548,3548,2931
ENSG00000254612,327,401,374,419,419,282
ENSG00000285735,0,0,0,0,0,0
ENSG00000254591,0,0,0,0,0,0
ENSG00000287251,0,0,0,0,0,0
ENSG00000255352,0,0,0,0,0,0
ENSG00000273415,0,0,0,0,0,0
ENSG00000285640,0,0,0,0,0,0
ENSG00000255537,0,0,0,0,0,0
ENSG00000197798,185,207,216,240,240,191
ENSG00000188909,0,0,0,0,0,0
ENSG00000255258,0,0,0,0,0,0
ENSG00000254842,3,4,11,9,9,3
ENSG00000255512,0,0,0,0,0,0
ENSG00000280385,2,165,239,355,355,258
ENSG00000273409,0,0,0,0,0,0
ENSG00000213184,2,2,0,0,0,3
ENSG00000154143,1,0,0,0,0,0
ENSG00000255006,0,0,0,0,0,0
ENSG00000171561,0,0,0,0,0,0
ENSG00000110172,196,2843,2965,4889,4889,4125
ENSG00000254710,0,1,0,0,0,3
ENSG00000255484,0,0,0,0,0,0
ENSG00000165495,0,0,0,0,0,0
ENSG00000255234,4,2,0,0,0,0
ENSG00000255079,0,2,0,0,0,2
ENSG00000270701,0,0,0,0,0,0
ENSG00000255032,0,0,2,0,0,0
ENSG00000259290,0,0,0,0,0,0
ENSG00000237937,0,0,0,0,0,0
ENSG00000254932,0,0,0,0,0,0
ENSG00000085117,554,456,439,417,417,325
ENSG00000254693,0,1,0,0,0,0
ENSG00000118094,4,5,2,7,7,1
ENSG00000109881,6574,7182,7358,7041,7041,5517
ENSG00000187151,2,0,2,4,4,2
ENSG00000279295,0,0,0,0,0,0
ENSG00000254890,0,0,0,0,0,0
ENSG00000270403,0,0,0,0,0,0
ENSG00000110318,732,820,971,854,854,834
ENSG00000185742,0,0,0,0,0,0
ENSG00000254482,0,0,0,0,0,0
ENSG00000254471,0,1,0,0,0,1
ENSG00000275669,0,0,0,0,0,0
ENSG00000266645,0,0,0,0,0,0
ENSG00000278529,0,0,0,0,0,0
ENSG00000212365,0,0,0,0,0,0
ENSG00000253072,0,0,0,0,0,0
ENSG00000221703,0,0,0,0,0,0
ENSG00000251991,0,0,2,0,0,0
ENSG00000284094,0,0,0,0,0,0
ENSG00000201059,0,0,0,0,0,0
ENSG00000252816,0,0,0,0,0,0
ENSG00000200687,0,0,0,0,0,0
ENSG00000265210,0,0,0,0,0,0
ENSG00000207407,0,0,0,0,0,0
ENSG00000264309,0,0,0,0,0,0
ENSG00000252519,0,0,0,0,0,0
ENSG00000207252,0,0,0,0,0,0
ENSG00000278483,0,0,0,0,0,0
ENSG00000212289,0,0,0,0,0,0
ENSG00000207874,0,0,0,0,0,0
ENSG00000222427,0,0,0,0,0,0
ENSG00000273677,0,0,0,0,0,0
ENSG00000243505,0,0,0,0,0,0
ENSG00000278822,0,0,0,0,0,0
ENSG00000278045,0,0,0,0,0,0
ENSG00000276530,0,0,0,0,0,0
ENSG00000273908,0,0,0,0,0,0
ENSG00000277119,0,0,0,0,0,0
ENSG00000275868,0,0,0,0,0,0
ENSG00000212551,0,0,0,0,0,0
ENSG00000251838,0,0,0,0,0,0
ENSG00000201591,0,0,0,0,0,0
ENSG00000263389,0,0,0,0,0,0
ENSG00000206806,0,0,0,0,0,0
ENSG00000252922,0,0,0,0,0,0
ENSG00000222385,0,1,0,0,0,4
ENSG00000273912,0,0,0,0,0,0
ENSG00000264559,0,0,0,0,0,0
ENSG00000223223,0,0,0,0,0,0
ENSG00000283326,2,1,2,0,0,0
ENSG00000223013,0,0,0,0,0,0
ENSG00000200146,0,0,0,0,0,0
ENSG00000206816,0,0,0,0,0,0
ENSG00000211997,0,0,0,0,0,0
ENSG00000238880,0,0,0,0,0,1
ENSG00000266570,0,0,0,0,0,0
ENSG00000264110,0,0,0,0,0,0
ENSG00000223015,0,0,0,0,0,0
ENSG00000207113,0,0,0,0,0,0
ENSG00000206690,0,0,0,0,0,0
ENSG00000240202,0,0,0,0,0,0
ENSG00000283412,0,0,0,0,0,0
ENSG00000199315,0,0,0,0,0,0
ENSG00000207299,0,0,0,0,0,0
ENSG00000263885,0,0,0,0,0,0
ENSG00000242165,0,0,0,0,0,0
ENSG00000199875,2,0,1,0,0,0
ENSG00000202314,12,11,13,8,8,9
ENSG00000275146,0,0,0,0,0,0
ENSG00000273885,0,0,0,0,0,0
ENSG00000207112,0,0,0,0,0,0
ENSG00000223269,0,0,0,0,0,0
ENSG00000206799,0,0,0,0,0,0
ENSG00000206834,0,0,0,0,0,0
ENSG00000207304,0,0,0,0,0,0
ENSG00000239195,0,0,0,0,0,0
ENSG00000207145,0,0,0,0,0,0
ENSG00000284458,0,0,0,0,0,0
ENSG00000210825,0,0,0,0,0,0
ENSG00000280773,0,0,0,0,0,0
ENSG00000206911,0,0,0,0,0,0
ENSG00000200047,0,0,0,0,0,0
ENSG00000264200,0,0,0,0,0,0
ENSG00000278640,0,0,0,0,0,0
ENSG00000266703,0,0,0,0,0,0
ENSG00000264997,0,0,0,0,0,0
ENSG00000221586,0,0,0,0,0,0
ENSG00000200613,0,0,0,0,0,0
ENSG00000206772,0,0,0,0,0,0
ENSG00000212397,0,0,0,0,0,0
ENSG00000207462,0,0,0,0,0,0
ENSG00000200496,0,0,0,0,0,0
ENSG00000239079,0,0,0,0,0,0
ENSG00000200855,0,0,0,0,0,0
ENSG00000265357,0,0,0,0,0,0
ENSG00000199709,0,0,0,0,0,0
ENSG00000222844,0,0,0,0,0,0
ENSG00000274999,0,0,0,0,0,0
ENSG00000242673,0,0,0,0,0,0
ENSG00000222297,0,0,0,0,0,0
ENSG00000200278,0,0,0,0,0,0
ENSG00000284020,0,0,0,0,0,0
ENSG00000200879,4,11,11,11,11,9
ENSG00000207118,0,0,0,0,0,0
ENSG00000202252,0,0,0,0,0,0
ENSG00000222774,0,0,0,0,0,0
ENSG00000223315,0,0,0,0,0,0
ENSG00000199090,0,0,0,0,0,0
ENSG00000149273,29717,36167,35999,29533,29533,26944
ENSG00000206941,0,1,0,0,0,0
ENSG00000207445,3,9,5,3,3,3
ENSG00000158555,428,456,293,260,260,244
ENSG00000254460,0,0,0,0,0,0
ENSG00000255326,0,2,2,0,0,0
ENSG00000255434,0,0,0,0,0,0
ENSG00000254630,0,0,0,0,0,0
ENSG00000255280,0,0,0,0,0,0
ENSG00000166391,0,0,0,2,2,0
ENSG00000263993,0,0,0,0,0,0
ENSG00000247867,0,0,0,0,0,0
ENSG00000254826,0,0,0,2,2,0
ENSG00000254814,0,0,0,0,0,0
ENSG00000200256,0,0,0,0,0,0
ENSG00000199362,0,0,0,0,0,0
ENSG00000149257,2973,2860,2521,2793,2793,2917
ENSG00000166927,0,0,0,0,0,2
ENSG00000166928,0,0,0,0,0,2
ENSG00000166930,0,0,0,0,0,0
ENSG00000176984,9,14,14,9,9,6
ENSG00000184232,546,541,503,526,526,463
ENSG00000137709,0,2,2,4,4,2
ENSG00000259541,0,0,0,0,0,0
ENSG00000274303,0,0,0,0,0,0
ENSG00000256116,0,0,0,0,0,0
ENSG00000173457,2612,2722,2909,2579,2579,2385
ENSG00000257086,22,6,15,14,14,20
ENSG00000257069,0,0,0,0,0,0
ENSG00000207024,0,0,0,0,0,0
ENSG00000219435,0,0,0,0,0,0
ENSG00000126432,14397,17040,16824,14050,14050,12018
ENSG00000168071,1561,2359,1632,1560,1560,1532
ENSG00000278359,0,0,0,0,0,0
ENSG00000162302,1712,1721,1771,1525,1525,1629
ENSG00000221273,0,0,0,0,0,0
ENSG00000231492,0,0,0,0,0,0
ENSG00000181908,0,0,2,0,0,0
ENSG00000286816,0,0,0,0,0,0
ENSG00000232500,0,0,0,0,0,0
ENSG00000237363,0,0,0,0,0,0
ENSG00000168065,15,16,17,17,17,11
ENSG00000197891,0,0,0,0,0,0
ENSG00000237410,0,0,0,0,0,0
ENSG00000068831,85,1984,91,37,37,46
ENSG00000068976,10,19,7,5,5,5
ENSG00000269038,0,2,9,6,6,4
ENSG00000168067,991,1060,965,820,820,795
ENSG00000110047,2068,2452,2247,1814,1814,1806
ENSG00000230835,0,0,0,0,0,0
ENSG00000283926,0,0,0,0,0,0
ENSG00000284155,0,0,0,0,0,0
ENSG00000274986,1,0,0,0,0,1
ENSG00000274314,0,0,0,0,0,0
ENSG00000068971,178,174,138,202,202,213
ENSG00000149735,1,0,0,0,0,2
ENSG00000168070,0,0,0,0,0,0
ENSG00000168062,24,25,31,27,27,26
ENSG00000213465,135,131,109,132,132,130
ENSG00000278851,0,0,0,0,0,0
ENSG00000270775,1,0,0,0,0,0
ENSG00000171219,953,1100,1071,1040,1040,979
ENSG00000272664,0,0,0,0,0,0
ENSG00000271602,5,0,1,2,2,2
ENSG00000272559,0,0,0,0,0,0
ENSG00000273051,0,0,0,0,0,0
ENSG00000201980,0,0,0,0,0,0
ENSG00000176951,0,0,0,0,0,0
ENSG00000231070,0,0,0,0,0,0
ENSG00000279270,0,0,0,0,0,0
ENSG00000197023,0,0,0,0,0,0
ENSG00000278870,0,0,0,0,0,0
ENSG00000227023,0,0,0,0,0,0
ENSG00000205496,0,0,0,0,0,0
ENSG00000225003,0,0,0,0,0,0
ENSG00000224300,0,0,0,0,0,0
ENSG00000230261,0,0,0,0,0,0
ENSG00000205495,0,0,0,0,0,0
ENSG00000176787,0,0,0,0,0,0
ENSG00000273085,0,0,0,0,0,0
ENSG00000237354,0,0,0,0,0,0
ENSG00000226157,0,0,0,0,0,0
ENSG00000203560,0,0,0,0,0,0
ENSG00000236897,0,0,0,0,0,0
ENSG00000176752,0,0,0,0,0,0
ENSG00000285498,0,0,0,0,0,0
ENSG00000221031,0,0,0,0,0,0
ENSG00000244734,0,2,0,2,2,0
ENSG00000223609,0,0,0,0,0,0
ENSG00000284931,0,0,0,0,0,0
ENSG00000196565,1,0,1,3,3,1
ENSG00000239920,4,15,11,13,13,1
ENSG00000213931,0,0,0,0,0,0
ENSG00000229093,0,0,0,1,1,0
ENSG00000183251,4,0,2,4,4,4
ENSG00000223735,0,0,0,0,0,0
ENSG00000236359,0,0,0,0,0,0
ENSG00000176239,0,4,0,0,0,0
ENSG00000230087,0,0,0,0,0,0
ENSG00000236248,0,0,0,0,0,0
ENSG00000184321,0,0,0,2,2,0
ENSG00000167360,4,0,0,0,0,2
ENSG00000248424,0,0,0,2,2,0
ENSG00000230484,0,0,0,0,0,0
ENSG00000181609,1,6,0,6,6,2
ENSG00000175520,0,0,0,0,0,0
ENSG00000175518,0,6,2,0,0,0
ENSG00000224295,0,2,0,0,0,0
ENSG00000249633,0,0,0,0,0,0
ENSG00000248553,0,0,0,0,0,0
ENSG00000233646,0,0,0,0,0,0
ENSG00000229534,7,11,8,12,12,8
ENSG00000187747,0,2,0,8,8,0
ENSG00000121236,81,66,89,59,59,51
ENSG00000258588,0,0,0,0,0,0
ENSG00000232381,0,0,0,0,0,0
ENSG00000181023,0,0,0,0,0,0
ENSG00000236965,0,0,0,0,0,0
ENSG00000205409,0,0,0,0,0,2
ENSG00000233563,0,0,0,0,0,0
ENSG00000213934,0,0,0,0,0,0
ENSG00000182170,0,0,0,0,0,0
ENSG00000236301,0,0,0,0,0,0
ENSG00000184350,0,0,0,0,0,1
ENSG00000224513,0,0,0,0,0,0
ENSG00000236987,0,0,0,0,0,0
ENSG00000276951,0,0,0,0,0,0
ENSG00000232390,0,0,0,0,0,0
ENSG00000273813,0,0,0,0,0,0
ENSG00000254592,0,0,0,0,0,0
ENSG00000005801,596,546,566,539,539,490
ENSG00000189398,0,2,0,0,0,0
ENSG00000166492,0,0,0,0,0,1
ENSG00000284605,0,0,0,0,0,0
ENSG00000254757,0,0,0,0,0,0
ENSG00000287312,0,0,0,0,0,0
ENSG00000255522,0,0,0,0,0,0
ENSG00000237226,0,0,0,0,0,0
ENSG00000223688,0,0,0,0,0,0
ENSG00000255240,0,0,0,0,0,0
ENSG00000254877,0,0,0,0,0,0
ENSG00000255189,0,0,0,0,0,0
ENSG00000254786,0,0,0,0,0,0
ENSG00000254399,0,0,0,0,0,0
ENSG00000255151,0,0,0,0,0,0
ENSG00000189057,2988,3010,2775,2065,2065,1696
ENSG00000245571,135,122,112,105,105,86
ENSG00000255381,8,12,5,5,5,5
ENSG00000110042,1388,1256,1369,1054,1054,1014
ENSG00000197629,0,2,0,4,4,2
ENSG00000263999,0,0,0,0,0,0
ENSG00000225802,0,0,0,0,0,0
ENSG00000254799,0,0,0,0,0,0
ENSG00000214797,0,0,0,0,0,0
ENSG00000254704,0,0,0,0,0,0
ENSG00000263944,0,0,0,0,0,0
ENSG00000235678,0,0,0,0,0,0
ENSG00000255386,0,0,0,0,0,0
ENSG00000110002,3126,2866,3107,2969,2969,2660
ENSG00000196403,0,0,0,0,0,0
ENSG00000239426,0,0,0,0,0,0
ENSG00000276316,0,0,0,0,0,0
ENSG00000255116,0,2,0,0,0,0
ENSG00000255158,0,4,2,0,0,1
ENSG00000269915,3,0,1,0,0,3
ENSG00000177156,3750,3735,3752,3665,3665,3529
ENSG00000177225,856,872,874,915,915,838
ENSG00000255142,14,8,11,16,16,10
ENSG00000184524,7,0,0,0,0,6
ENSG00000177542,195,202,158,188,188,181
